business_categories,city,review_count
"[American (New), French, Restaurants]",Chandler,10
"[American (New), Chinese, Restaurants]",Henderson,10
"[American (New), Buffets, Restaurants]",Las Vegas,10
"[Allergists, Doctors, Health & Medical]",Scottsdale,10
"[Allergists, Doctors, Health & Medical]",Las Vegas,10
"[Allergists, Doctors, Dermatologists, Health & Medical]",Phoenix,10
"[Airport Lounges, Bars, Nightlife]",Dorval,10
"[Adult Entertainment, Nightlife]",Las Vegas,10
"[Adult Entertainment, Arts & Entertainment, Performing Arts, Nightlife]",Las Vegas,10
"[Acupuncture, Day Spas, Health & Medical, Massage, Beauty & Spas]",Pittsburgh,10
[Active Life],Tempe,10
[Active Life],Florence,10
"[Active Life, Yoga, Fitness & Instruction]",Tempe,10
"[Active Life, Yoga, Fitness & Instruction]",Phoenix,10
"[Active Life, Yoga, Fitness & Instruction]",Gilbert,10
"[Active Life, Weight Loss Centers, Health & Medical, Trainers, Fitness & Instruction]",Las Vegas,10
"[Active Life, Trainers, Fitness & Instruction]",Las Vegas,10
"[Active Life, Tennis, Golf, Event Planning & Services, Venues & Event Spaces]",Las Vegas,10
"[Active Life, Swimming Pools]",Ettlingen,10
"[Active Life, Sporting Goods, Shopping, Gun/Rifle Ranges]",Las Vegas,10
"[Active Life, Specialty Schools, Education, Swimming Lessons/Schools, Fitness & Instruction]",Mesa,10
"[Active Life, Specialty Schools, Education, Swimming Lessons/Schools, Fitness & Instruction]",Las Vegas,10
"[Active Life, Soccer]",Las Vegas,10
"[Active Life, Skating Rinks]",Gilbert,10
"[Active Life, Skating Rinks]",Charlotte,10
"[Active Life, Skating Rinks, Gyms, Fitness & Instruction]",Phoenix,10
"[Active Life, Skating Rinks, Arts & Entertainment, Stadiums & Arenas, Amateur Sports Teams]",Gilbert,10
"[Active Life, Shopping, Gun/Rifle Ranges, Guns & Ammo]",Phoenix,10
"[Active Life, Recreation Centers, Swimming Pools]",Las Vegas,10
"[Active Life, Pilates, Yoga, Fitness & Instruction]",Phoenix,10
"[Active Life, Pilates, Fitness & Instruction]",Charlotte,10
"[Active Life, Party Supplies, Arts & Entertainment, Playgrounds, Event Planning & Services]",Matthews,10
"[Active Life, Parks]",Las Vegas,10
"[Active Life, Parks]",Henderson,10
"[Active Life, Parks]",Glendale,10
"[Active Life, Parks, Hiking]",Montr�al,10
"[Active Life, Martial Arts, Boxing, Fitness & Instruction]",Tempe,10
"[Active Life, Lakes]",Forchheim,10
"[Active Life, Kids Activities, Playgrounds, Venues & Event Spaces, Event Planning & Services]",Avondale,10
"[Active Life, Hotels & Travel, Tours, Hot Air Balloons]",Phoenix,10
"[Active Life, Hotels & Travel, Tours, Horseback Riding]",Mesa,10
"[Active Life, Hiking]",Henderson,10
"[Active Life, Health & Medical, Massage Therapy, Yoga, Fitness & Instruction]",Avondale,10
"[Active Life, Gyms, Trainers, Fitness & Instruction]",Scottsdale,10
"[Active Life, Gyms, Trainers, Fitness & Instruction]",Las Vegas,10
"[Active Life, Gyms, Fitness & Instruction]",Tempe,10
"[Active Life, Gyms, Fitness & Instruction]",Pittsburgh,10
"[Active Life, Gyms, Fitness & Instruction]",Phoenix,10
"[Active Life, Gyms, Fitness & Instruction]",Peoria,10
"[Active Life, Gyms, Fitness & Instruction]",Las Vegas,10
"[Active Life, Gyms, Fitness & Instruction]",Charlotte,10
"[Active Life, Gyms, Amateur Sports Teams, Trainers, Fitness & Instruction]",Las Vegas,10
"[Active Life, Gun/Rifle Ranges]",Queen Creek,10
"[Active Life, Golf]",Tempe,10
"[Active Life, Golf]",Phoenix,10
"[Active Life, Golf]",Chandler,10
"[Active Life, Golf]",Carefree,10
"[Active Life, Golf, Event Planning & Services, Venues & Event Spaces]",Peoria,10
"[Active Life, Golf, Event Planning & Services, Venues & Event Spaces]",Las Vegas,10
"[Active Life, Dog Parks, Recreation Centers, Skate Parks, Parks]",Chandler,10
"[Active Life, Diving]",Mesa,10
"[Active Life, Diving, Scuba Diving]",Tempe,10
"[Active Life, Dance Studios, Nightlife, Dance Clubs, Fitness & Instruction]",Karlsruhe,10
"[Active Life, Dance Studios, Gyms, Trainers, Fitness & Instruction]",Tempe,10
"[Active Life, Dance Studios, Fitness & Instruction]",Phoenix,10
"[Active Life, Climbing, Fitness & Instruction]",Le Sud-Ouest,10
"[Active Life, Boxing, Trainers, Fitness & Instruction]",Scottsdale,10
"[Active Life, Bowling]",Peoria,10
"[Active Life, Bowling]",Las Vegas,10
"[Active Life, Bowling]",Chandler,10
"[Active Life, Bowling, Restaurants]",Middleton,10
"[Active Life, Bike Rentals]",Chandler,10
"[Active Life, Arts & Entertainment, Botanical Gardens, Parks]",Charlotte,10
"[Active Life, Archery, Sporting Goods, Shopping]",Phoenix,10
"[Active Life, Amusement Parks]",Las Vegas,10
"[Active Life, Amusement Parks]",Charlotte,10
"[Accountants, Professional Services, Tax Services, Financial Advising, Financial Services]",Glendale,10
[],Las Vegas,9
[],Gila Bend,9
[],Apache Junction,9
"[Yelp Events, Local Flavor]",Montr�al,9
"[Women's Clothing, Used, Vintage & Consignment, Fashion, Shopping]",Scottsdale,9
"[Women's Clothing, Used, Vintage & Consignment, Fashion, Shopping]",Edinburgh,9
"[Women's Clothing, Shopping Centers, Fashion, Shopping, Accessories]",Scottsdale,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping]",Las Vegas,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping]",Charlotte,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Shoe Stores]",Mesa,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Shoe Stores]",Las Vegas,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Jewelry]",Edinburgh,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Children's Clothing]",Chandler,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",Scottsdale,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",Phoenix,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",Las Vegas,9
"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",Edinburgh,9
"[Women's Clothing, Leather Goods, Fashion, Shopping, Accessories]",Las Vegas,9
"[Women's Clothing, Fashion, Shopping]",Scottsdale,9
"[Women's Clothing, Fashion, Shopping]",Las Vegas,9
"[Women's Clothing, Fashion, Shopping]",Edinburgh,9
"[Women's Clothing, Fashion, Shopping, Shoe Stores, Accessories]",Chandler,9
"[Women's Clothing, Fashion, Shopping, Accessories]",Phoenix,9
"[Women's Clothing, Fashion, Shopping, Accessories]",Montreal,9
"[Women's Clothing, Fashion, Shopping, Accessories]",Las Vegas,9
"[Women's Clothing, Fashion, Shopping, Accessories]",Henderson,9
"[Women's Clothing, Fashion, Shopping, Accessories]",Edinburgh,9
"[Women's Clothing, Fashion, Shopping, Accessories, Jewelry]",Charlotte,9
"[Women's Clothing, Discount Store, Fashion, Shopping, Men's Clothing]",Chandler,9
"[Women's Clothing, Department Stores, Fashion, Shopping, Home & Garden]",Edinburgh,9
"[Women's Clothing, Department Stores, Fashion, Shopping, Discount Store]",Scottsdale,9
"[Women's Clothing, Department Stores, Fashion, Shopping, Discount Store]",Las Vegas,9
"[Women's Clothing, Bridal, Fashion, Shopping]",Avondale,9
"[Wine Bars, Bars, Restaurants, Nightlife, Italian]",Las Vegas,9
"[Wine Bars, Bars, Cafes, Nightlife, Restaurants]",Madison,9
"[Weight Loss Centers, Medical Centers, Health & Medical, Chiropractors]",Tempe,9
"[Weight Loss Centers, Health & Medical, Urgent Care]",Las Vegas,9
"[Wedding Planning, Flowers & Gifts, Shopping, Event Planning & Services, Florists]",Mesa,9
"[Wedding Planning, Event Planning & Services]",Edinburgh,9
"[Wedding Planning, Event Planning & Services, Venues & Event Spaces]",Mesa,9
"[Wedding Planning, Event Planning & Services, Venues & Event Spaces]",Las Vegas,9
"[Wedding Planning, Beauty & Spas, Hair Stylists, Makeup Artists, Hair Salons, Event Planning & Services]",Gilbert,9
"[Waxing, Beauty & Spas, Hair Removal, Nail Salons]",Charlotte,9
"[Vietnamese, Sandwiches, Restaurants]",Montreal,9
"[Vietnamese, Restaurants]",Tempe,9
"[Vietnamese, Restaurants]",Montreal,9
"[Vietnamese, Restaurants]",Mesa,9
"[Vietnamese, Restaurants]",Kitchener,9
"[Vietnamese, Restaurants]",Charlotte,9
"[Vietnamese, Restaurants]",Champaign,9
"[Vietnamese, Japanese, Chinese, Restaurants]",Pittsburgh,9
"[Vietnamese, Asian Fusion, French, Restaurants]",Las Vegas,9
"[Videos & Video Game Rental, Hobby Shops, Comic Books, Shopping, Books, Mags, Music & Video]",Gilbert,9
"[Veterinarians, Pets]",Verona,9
"[Veterinarians, Pets]",Urbana,9
"[Veterinarians, Pets]",Tempe,9
"[Veterinarians, Pets]",Scottsdale,9
"[Veterinarians, Pets]",Pittsburgh,9
"[Veterinarians, Pets]",Phoenix,9
"[Veterinarians, Pets]",Peoria,9
"[Veterinarians, Pets]",Mesa,9
"[Veterinarians, Pets]",Madison,9
"[Veterinarians, Pets]",Las Vegas,9
"[Veterinarians, Pets]",Charlotte,9
"[Vegetarian, Vegan, Restaurants]",Montr�al,9
"[Used, Vintage & Consignment, Thrift Stores, Shopping, Fashion]",Madison,9
"[Used, Vintage & Consignment, Fashion, Shopping]",Edinburgh,9
"[Used, Vintage & Consignment, Fashion, Shopping]",Charlotte,9
"[Used, Vintage & Consignment, Fashion, Shopping, Maternity Wear, Baby Gear & Furniture]",Phoenix,9
"[Used, Vintage & Consignment, Fashion, Shopping, Home & Garden, Furniture Stores]",Phoenix,9
"[Used, Vintage & Consignment, Fashion, Shopping, Antiques]",Charlotte,9
"[Used, Vintage & Consignment, Fashion, Shopping, Accessories]",Phoenix,9
"[University Housing, Home Services, Real Estate, Apartments]",Scottsdale,9
"[Uniforms, Shopping]",Las Vegas,9
"[Turkish, Oriental, Kebab, Restaurants]",Karlsruhe,9
"[Tree Services, Home Services]",Mesa,9
"[Toy Stores, Shopping, Baby Gear & Furniture]",Las Vegas,9
"[Tobacco Shops, Tattoo, Shopping, Beauty & Spas]",Las Vegas,9
"[Tobacco Shops, Shopping]",Pittsburgh,9
"[Tobacco Shops, Shopping]",Phoenix,9
"[Tobacco Shops, Shopping]",Las Vegas,9
"[Tires, Automotive]",Phoenix,9
"[Tires, Automotive]",Las Vegas,9
"[Tires, Automotive]",Charlotte,9
"[Tires, Automotive, Wheel & Rim Repair]",Phoenix,9
"[Tires, Automotive, Wheel & Rim Repair, Auto Parts & Supplies]",Glendale,9
"[Tires, Automotive, Wheel & Rim Repair, Auto Parts & Supplies]",Anthem,9
"[Tires, Automotive, Auto Repair]",Phoenix,9
"[Tires, Automotive, Auto Repair]",Las Vegas,9
"[Tires, Automotive, Auto Repair, Oil Change Stations]",Phoenix,9
"[Tires, Automotive, Auto Repair, Oil Change Stations]",Madison,9
[],Pittsburgh,9
"[Tires, Automotive, Auto Repair, Oil Change Stations]",Las Vegas,9
"[Tires, Automotive, Auto Repair, Oil Change Stations]",Gilbert,9
"[Tires, Automotive, Auto Repair, Oil Change Stations]",Chandler,9
"[Tires, Automotive, Auto Parts & Supplies, Auto Repair]",Phoenix,9
"[Tires, Automotive, Auto Parts & Supplies, Auto Repair]",Madison,9
"[Thrift Stores, Used, Vintage & Consignment, Fashion, Shopping]",Edinburgh,9
"[Thrift Stores, Shopping]",Tempe,9
"[Thrift Stores, Shopping]",Phoenix,9
"[Thrift Stores, Shopping]",Charlotte,9
"[Thai, Vietnamese, Restaurants]",Waterloo,9
"[Thai, Restaurants]",Edinburgh,9
"[Thai, Restaurants]",Charlotte,9
"[Thai, Indian, Restaurants]",Edinburgh,9
"[Thai, Food Stands, Restaurants]",Madison,9
"[Thai, Chinese, Restaurants]",Charlotte,9
"[Television Stations, Mass Media]",Phoenix,9
"[Television Stations, Mass Media]",Mc Farland,9
"[Tattoo, Piercing, Beauty & Spas]",Phoenix,9
"[Tattoo, Piercing, Beauty & Spas]",Peoria,9
"[Tattoo, Piercing, Beauty & Spas]",Glendale,9
"[Tattoo, Piercing, Beauty & Spas]",Edinburgh,9
"[Tattoo, Beauty & Spas]",Las Vegas,9
"[Tattoo, Beauty & Spas]",Goodyear,9
"[Tattoo, Beauty & Spas]",Glendale,9
"[Tattoo, Beauty & Spas]",Charlotte,9
"[Tapas/Small Plates, Brasseries, Pizza, Restaurants]",Edinburgh,9
"[Tapas/Small Plates, Bars, Nightlife, Wine Bars, Restaurants]",Matthews,9
"[Tapas Bars, Spanish, Restaurants]",Edinburgh,9
"[Tapas Bars, Restaurants]",Montr�al,9
"[Tapas Bars, Gluten-Free, Breakfast & Brunch, Restaurants]",Montr�al,9
"[Tapas Bars, Asian Fusion, Restaurants]",Montr�al,9
"[Tanning, Spray Tanning, Beauty & Spas]",Las Vegas,9
"[Tanning, Beauty & Spas]",Tempe,9
"[Tanning, Beauty & Spas]",Scottsdale,9
"[Tanning, Beauty & Spas]",Phoenix,9
"[Tanning, Beauty & Spas]",Peoria,9
"[Tanning, Beauty & Spas]",Laveen,9
"[Tanning, Beauty & Spas]",Las Vegas,9
"[Tanning, Beauty & Spas]",Henderson,9
"[Tanning, Beauty & Spas]",Cave Creek,9
"[Tanning Beds, Tanning, Spray Tanning, Beauty & Spas]",Scottsdale,9
"[Sushi Bars, Restaurants]",Verdun,9
"[Sushi Bars, Restaurants]",Montr�al,9
"[Sushi Bars, Restaurants]",Montreal,9
"[Sushi Bars, Restaurants]",Casa Grande,9
"[Sushi Bars, Chinese, Restaurants]",Las Vegas,9
"[Sushi Bars, Buffets, Japanese, Restaurants]",Waterloo,9
"[Sushi Bars, Asian Fusion, Restaurants]",Urbana,9
"[Steakhouses, Restaurants]",Scottsdale,9
"[Steakhouses, Restaurants]",Sainte-Anne-de-Bellevue,9
"[Steakhouses, Restaurants]",Pittsburgh,9
"[Steakhouses, Restaurants]",New River,9
"[Steakhouses, Restaurants]",Henderson,9
"[Steakhouses, Restaurants, Barbeque, Brazilian]",Montr�al,9
"[Steakhouses, Bars, American (New), Nightlife, Restaurants]",Avondale,9
"[Sports Medicine, Doctors, Health & Medical, Physical Therapy, Chiropractors]",Scottsdale,9
"[Sporting Goods, Shopping]",Tempe,9
"[Sporting Goods, Shopping]",Las Vegas,9
"[Sporting Goods, Shopping]",Charlotte,9
"[Sporting Goods, Shopping, Golf Equipment]",Scottsdale,9
"[Sporting Goods, Party & Event Planning, Shopping, Event Planning & Services, Venues & Event Spaces]",Madison,9
"[Sporting Goods, Fashion, Shopping, Sports Wear]",Las Vegas,9
"[Sporting Goods, Fashion, Shopping, Shoe Stores, Sports Wear]",Madison,9
"[Sporting Goods, Bikes, Shopping]",Pittsburgh,9
"[Sporting Goods, Bikes, Shopping]",Karlsruhe,9
"[Sporting Goods, Bikes, Shopping]",Edinburgh,9
"[Specialty Schools, Language Schools, Trainers, Fitness & Instruction, Active Life, Education]",Montreal,9
"[Spanish, Restaurants]",Karlsruhe,9
"[Southern, Chicken Wings, Restaurants]",Charlotte,9
"[Soup, Sandwiches, Salad, Restaurants]",Pittsburgh,9
"[Soup, Sandwiches, Salad, Restaurants]",Mount Lebanon,9
"[Soup, Sandwiches, Salad, Restaurants]",Charlotte,9
"[Soup, Sandwiches, Restaurants]",Mesa,9
"[Soul Food, Restaurants]",Phoenix,9
"[Soul Food, Bars, Nightlife, Lounges, Restaurants]",Las Vegas,9
"[Skin Care, Waxing, Beauty & Spas, Hair Removal]",Las Vegas,9
"[Skin Care, Shopping, Drugstores, Beauty & Spas]",Pittsburgh,9
"[Skin Care, Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Phoenix,9
"[Skin Care, Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Las Vegas,9
"[Skin Care, Nail Salons, Beauty & Spas]",Henderson,9
"[Skin Care, Hair Salons, Hair Stylists, Makeup Artists, Beauty & Spas]",Tempe,9
"[Skin Care, Hair Removal, Massage, Beauty & Spas]",Charlotte,9
"[Skin Care, Eyelash Service, Beauty & Spas]",Las Vegas,9
"[Skin Care, Eyelash Service, Beauty & Spas, Nail Salons]",Las Vegas,9
"[Skin Care, Eyelash Service, Beauty & Spas, Nail Salons]",Henderson,9
"[Skin Care, Day Spas, Nail Salons, Beauty & Spas]",Phoenix,9
"[Skin Care, Day Spas, Nail Salons, Beauty & Spas]",Gilbert,9
"[Skin Care, Day Spas, Massage, Beauty & Spas]",Peoria,9
"[Skin Care, Day Spas, Hair Salons, Beauty & Spas]",Gilbert,9
"[Skin Care, Beauty & Spas, Nail Salons]",Phoenix,9
"[Skin Care, Beauty & Spas, Health & Medical, Medical Spas]",Scottsdale,9
[Shopping],Las Vegas,9
[Shopping],Edinburgh,9
"[Shopping, Wholesale Stores]",Charlotte,9
"[Shopping, Vape Shops]",Phoenix,9
"[Shopping, Vape Shops]",Las Vegas,9
"[Shopping, Vape Shops]",Henderson,9
"[Shopping, Vape Shops]",Glendale,9
"[Shopping, Toy Stores]",Pittsburgh,9
"[Shopping, Toy Stores]",Las Vegas,9
"[Shopping, Toy Stores]",Concord,9
"[Shopping, Sporting Goods, Bike Rentals, Local Services, Bikes, Active Life, Bike Repair/Maintenance]",Las Vegas,9
"[Shopping, Screen Printing/T-Shirt Printing, Embroidery & Crochet, Local Services, Arts & Crafts, Printing Services]",Phoenix,9
"[Shopping, Photography Stores & Services]",Las Vegas,9
"[Shopping, Photography Stores & Services]",Edinburgh,9
"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Mesa,9
"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Las Vegas,9
"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Champaign,9
"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians, Doctors]",Henderson,9
"[Shopping, Office Equipment]",Scottsdale,9
"[Shopping, Office Equipment]",Mesa,9
"[Shopping, Office Equipment]",Las Vegas,9
"[Shopping, Nurseries & Gardening, Home & Garden]",Phoenix,9
"[Shopping, Mobile Phones]",Waterloo,9
"[Shopping, Mobile Phones]",Tempe,9
"[Shopping, Mobile Phones]",Scottsdale,9
"[Shopping, Mobile Phones]",Madison,9
"[Shopping, Mobile Phones]",Las Vegas,9
"[Shopping, Landscape Architects, Nurseries & Gardening, Home Services, Home & Garden]",Middleton,9
"[Shopping, Knitting Supplies]",Madison,9
"[Shopping, Knitting Supplies]",Las Vegas,9
"[Shopping, Jewelry]",Scottsdale,9
"[Shopping, Jewelry]",Pittsburgh,9
"[Shopping, Jewelry]",Phoenix,9
"[Shopping, Jewelry]",Las Vegas,9
"[Shopping, Jewelry]",Henderson,9
"[Shopping, Jewelry]",Glendale,9
"[Shopping, Jewelry, Watches]",Scottsdale,9
"[Shopping, Jewelry, Watches]",Las Vegas,9
"[Shopping, Jewelry, Home & Garden, Home Decor]",Laveen,9
"[Shopping, Interior Design, Home Services, Home & Garden, Furniture Stores]",Scottsdale,9
"[Shopping, Home Services, Internet Service Providers, Mobile Phones, Professional Services, Electronics]",Las Vegas,9
"[Shopping, Home Services, Internet Service Providers, Mobile Phones, Professional Services, Electronics]",Homestead,9
"[Shopping, Home Services, Internet Service Providers, Mobile Phones, Professional Services, Electronics]",Charlotte,9
"[Shopping, Home Services, Interior Design, Home & Garden, Shades & Blinds, Home Decor]",Phoenix,9
"[Shopping, Home Services, Home & Garden, Contractors, Electronics, Home Decor]",Phoenix,9
"[Shopping, Home Services, Flooring, Interior Design, Home & Garden, Kitchen & Bath]",Tempe,9
"[Shopping, Home Services, Arts & Crafts, Carpeting, Shades & Blinds, Fabric Stores]",Mesa,9
"[Shopping, Home Decor, Interior Design, Home & Garden, Kitchen & Bath, Home Services]",Montreal,9
"[Shopping, Home Decor, Home & Garden]",Las Vegas,9
"[Shopping, Home Decor, Home & Garden]",Gilbert,9
"[Shopping, Home Decor, Home & Garden, Furniture Stores]",Phoenix,9
"[Shopping, Home Decor, Food, Beer, Wine & Spirits, Home & Garden, Furniture Stores]",Peoria,9
"[Shopping, Home Decor, Food, Beer, Wine & Spirits, Home & Garden, Furniture Stores]",Mesa,9
"[Shopping, Home Decor, Cafes, Home & Garden, Kitchen & Bath, Appliances, Restaurants]",Scottsdale,9
"[Shopping, Home Decor, Arts & Crafts, Interior Design, Home & Garden, Fabric Stores, Home Services]",Las Vegas,9
"[Shopping, Home & Garden, Furniture Stores]",Phoenix,9
"[Shopping, Home & Garden, Furniture Stores]",Gilbert,9
"[Shopping, Home & Garden, Furniture Stores]",Chandler,9
"[Shopping, Guns & Ammo]",Phoenix,9
"[Shopping, Eyewear & Opticians]",Scottsdale,9
"[Shopping, Eyewear & Opticians]",Phoenix,9
"[Shopping, Eyewear & Opticians, Watches]",Last Vegas,9
"[Shopping, Drugstores]",Phoenix,9
"[Shopping, Drugstores]",Las Vegas,9
"[Shopping, Drugstores]",Glendale,9
"[Shopping, Drugstores]",Charlotte,9
"[Shopping, Drugstores]",Chandler,9
"[Shopping, Drugstores]",Avondale,9
"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Scottsdale,9
"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Phoenix,9
"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Las Vegas,9
"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Henderson,9
